"Date","Origin","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Dest","Distance","TaxiIn","TaxiOut","Cancelled","Delay","Temp","Humidity","Pressure","Events"
2008-04-12,"LAX",2008,4,12,6,849,820,1611,1610,"AA",262,290,249,1,29,"MIA",2342,3,10,0,"Delayed",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,1525,1530,2209,2130,"AA",284,240,233,39,-5,"ORD",1745,10,41,0,"Delayed",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,1035,1015,1853,1844,"CO",318,329,288,9,20,"EWR",2454,11,19,0,"Delayed",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,1153,1145,1249,1233,"OO",56,48,40,16,8,"PSP",110,4,12,0,"Delayed",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,1627,1635,1748,1757,"US",81,82,57,-9,-8,"PHX",370,11,13,0,"in Time",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,1638,1640,1915,1920,"AS",157,160,130,-5,-2,"SEA",954,6,21,0,"in Time",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,1009,1015,1137,1149,"XE",88,94,66,-12,-6,"TUS",451,3,19,0,"in Time",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,1859,1905,2013,2016,"XE",74,71,47,-3,-6,"LAS",236,7,20,0,"in Time",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,1657,1700,1744,1752,"OO",47,52,30,-8,-3,"SAN",109,3,14,0,"in Time",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,604,600,856,848,"OO",112,108,90,8,4,"ABQ",677,4,18,0,"Delayed",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,957,1003,1110,1123,"OO",73,80,54,-13,-6,"OAK",337,5,14,0,"in Time",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,927,916,1202,1154,"UA",335,338,314,8,11,"KOA",2504,3,18,0,"Delayed",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,1417,1420,1533,1535,"WN",76,75,65,-2,-3,"TUS",451,3,8,0,"in Time",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,1311,1310,1515,1425,"MQ",124,75,43,50,1,"LAS",236,49,32,0,"Delayed",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,2142,2130,552,550,"AA",310,320,289,2,12,"JFK",2475,5,16,0,"Delayed",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,1523,1500,1633,1610,"WN",70,70,53,23,23,"OAK",337,6,11,0,"Delayed",24,32,1017,"no specifiy Event"
2008-04-12,"LAX",2008,4,12,6,804,759,1534,1545,"UA",270,286,254,-11,5,"IAD",2288,6,10,0,"in Time",24,32,1017,"no specifiy Event"
2008-04-13,"JFK",2008,4,13,7,1910,1910,2303,2229,"DL",233,199,153,34,0,"MCO",944,11,69,0,"Delayed",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,1038,1045,1140,1145,"MQ",62,60,33,-5,-7,"BOS",187,7,22,0,"in Time",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,755,800,1058,1113,"B6",243,253,226,-15,-5,"HOU",1428,2,15,0,"in Time",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,1500,1510,1741,1732,"B6",221,202,178,9,-10,"MSY",1182,6,37,0,"Delayed",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,1900,1859,2128,2228,"UA",328,389,307,-60,1,"LAX",2475,6,15,0,"in Time",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,648,650,1043,1035,"AA",235,225,205,8,-2,"SJU",1597,8,22,0,"Delayed",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,1853,1850,2129,2136,"DL",156,166,109,-7,3,"ATL",760,10,37,0,"in Time",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,2236,2245,2352,2356,"B6",76,71,38,-4,-9,"BOS",187,3,35,0,"in Time",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,940,945,1156,1219,"US",316,334,279,-23,-5,"PHX",2153,8,29,0,"in Time",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,1345,1355,1533,1530,"MQ",108,95,83,3,-10,"RDU",426,5,20,0,"Delayed",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,1325,1335,1602,1550,"OH",157,135,130,12,-10,"CVG",589,3,24,0,"Delayed",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,1553,1555,1745,1720,"MQ",112,85,69,25,-2,"PIT",340,6,37,0,"Delayed",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,1834,1830,2201,2215,"B6",387,405,322,-14,4,"SFO",2586,7,58,0,"in Time",10,43,1006,"Rain"
2008-04-13,"JFK",2008,4,13,7,2030,2000,2312,2231,"OH",162,151,91,41,30,"CVG",589,2,69,0,"Delayed",10,43,1006,"Rain"
2008-04-13,"LAX",2008,4,13,7,1745,1730,2026,2000,"AA",341,330,312,26,15,"KOA",2504,6,23,0,"Delayed",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,627,630,1447,1439,"US",320,309,302,8,-3,"PHL",2401,4,14,0,"Delayed",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,702,705,743,751,"OO",41,46,20,-8,-3,"SBA",89,4,17,0,"in Time",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,1033,1041,1149,1204,"OO",76,83,59,-15,-8,"PHX",370,5,12,0,"in Time",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,845,845,1344,1345,"AA",179,180,154,-1,0,"DFW",1235,9,16,0,"in Time",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,830,835,957,958,"OO",87,83,65,-1,-5,"TUS",451,5,17,0,"in Time",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,910,916,943,951,"OO",33,35,13,-8,-6,"OXR",49,4,16,0,"in Time",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,2112,2100,2223,2215,"WN",71,75,55,8,12,"OAK",337,6,10,0,"Delayed",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,2242,2210,637,600,"AA",295,290,271,37,32,"IAD",2288,5,19,0,"Delayed",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,1744,1740,1854,1905,"WN",70,85,52,-11,4,"SFO",337,4,14,0,"in Time",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,1517,1520,1621,1635,"MQ",64,75,47,-14,-3,"LAS",236,6,11,0,"in Time",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,1702,1705,1924,1931,"AS",142,146,118,-7,-3,"PDX",834,3,21,0,"in Time",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,2350,2354,548,546,"UA",238,232,220,2,-4,"ORD",1745,7,11,0,"Delayed",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,1023,1025,1634,1630,"AA",251,245,223,4,-2,"ORD",1745,16,12,0,"Delayed",27,22,1014,"no specifiy Event"
2008-04-13,"LAX",2008,4,13,7,616,615,1345,1330,"DL",269,255,250,15,1,"ATL",1946,6,13,0,"Delayed",27,22,1014,"no specifiy Event"
2008-04-14,"JFK",2008,4,14,1,613,615,829,841,"DL",136,146,112,-12,-2,"ATL",760,12,12,0,"in Time",8,46,1015,"no specifiy Event"
2008-04-14,"JFK",2008,4,14,1,857,900,1013,1035,"B6",76,95,52,-22,-3,"IAD",228,5,19,0,"in Time",8,46,1015,"no specifiy Event"
2008-04-14,"JFK",2008,4,14,1,622,615,923,919,"B6",181,184,162,4,7,"RSW",1074,4,15,0,"Delayed",8,46,1015,"no specifiy Event"
2008-04-14,"JFK",2008,4,14,1,1658,1655,2009,2015,"B6",191,200,159,-6,3,"FLL",1069,6,26,0,"in Time",8,46,1015,"no specifiy Event"
2008-04-14,"JFK",2008,4,14,1,1635,1635,2024,2012,"DL",409,397,334,12,0,"SEA",2421,10,65,0,"Delayed",8,46,1015,"no specifiy Event"
2008-04-14,"JFK",2008,4,14,1,941,945,1131,1219,"US",290,334,268,-48,-4,"PHX",2153,4,18,0,"in Time",8,46,1015,"no specifiy Event"
2008-04-14,"JFK",2008,4,14,1,1736,1710,1913,1900,"MQ",97,110,74,13,26,"CLE",425,4,19,0,"Delayed",8,46,1015,"no specifiy Event"
2008-04-14,"JFK",2008,4,14,1,1828,1830,1927,2010,"B6",59,100,44,-43,-2,"BOS",187,4,11,0,"in Time",8,46,1015,"no specifiy Event"
2008-04-14,"JFK",2008,4,14,1,1322,1325,1519,1540,"OH",117,135,95,-21,-3,"CVG",589,5,17,0,"in Time",8,46,1015,"no specifiy Event"
2008-04-14,"JFK",2008,4,14,1,1747,1725,2039,2040,"AA",352,375,317,-1,22,"SFO",2586,4,31,0,"in Time",8,46,1015,"no specifiy Event"
2008-04-14,"JFK",2008,4,14,1,753,745,1014,1045,"AA",321,360,292,-31,8,"LAX",2475,6,23,0,"in Time",8,46,1015,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,1109,1111,2008,2000,"DL",359,349,326,8,-2,"JFK",2475,14,19,0,"Delayed",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,1310,1315,2203,2150,"AA",353,335,320,13,-5,"JFK",2475,9,24,0,"Delayed",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,2241,2245,2322,2337,"OO",41,52,27,-15,-4,"SAN",109,4,10,0,"in Time",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,2116,2115,2351,2358,"AS",155,163,133,-7,1,"SEA",954,7,15,0,"in Time",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,645,645,803,806,"XE",78,81,57,-3,0,"RNO",390,4,17,0,"in Time",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,1837,1841,1921,1927,"OO",44,46,30,-6,-4,"CLD",86,4,10,0,"in Time",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,2211,2215,549,556,"DL",278,281,248,-7,-4,"MCO",2217,5,25,0,"in Time",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,1648,1652,1959,2010,"UA",131,138,111,-11,-4,"DEN",862,10,10,0,"in Time",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,1629,1614,1738,1732,"UA",69,78,55,6,15,"SFO",337,5,9,0,"Delayed",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,654,700,1419,1415,"FL",265,255,243,4,-6,"ATL",1946,15,7,0,"Delayed",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,914,921,1011,1009,"OO",57,48,33,2,-7,"PSP",110,5,19,0,"Delayed",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,1654,1655,1803,1810,"WN",69,75,61,-7,-1,"SMF",373,3,5,0,"in Time",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,2227,2220,627,610,"UA",300,290,280,17,7,"IAD",2288,4,16,0,"Delayed",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,1858,1900,2116,2126,"XE",138,146,116,-10,-2,"GEG",945,4,18,0,"in Time",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,2006,2005,2100,2055,"MQ",54,50,32,5,1,"SAN",109,7,15,0,"Delayed",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,903,859,1515,1459,"UA",252,240,229,16,4,"ORD",1745,11,12,0,"Delayed",18,53,1013,"no specifiy Event"
2008-04-14,"LAX",2008,4,14,1,756,800,934,921,"UA",98,81,76,13,-4,"SFO",337,4,18,0,"Delayed",18,53,1013,"no specifiy Event"
2008-04-15,"JFK",2008,4,15,2,1720,1720,1847,1905,"AA",147,165,112,-18,0,"ORD",740,9,26,0,"in Time",9,44,1021,"no specifiy Event"
2008-04-15,"JFK",2008,4,15,2,1600,1607,1826,1828,"OH",146,141,88,-2,-7,"DTW",508,5,53,0,"in Time",9,44,1021,"no specifiy Event"
2008-04-15,"JFK",2008,4,15,2,1644,1645,2013,2040,"DL",389,415,346,-27,-1,"SFO",2586,5,38,0,"in Time",9,44,1021,"no specifiy Event"
2008-04-15,"JFK",2008,4,15,2,825,830,1210,1202,"UA",405,392,362,8,-5,"SFO",2586,8,35,0,"Delayed",9,44,1021,"no specifiy Event"
2008-04-15,"JFK",2008,4,15,2,1724,1730,1923,1951,"NW",179,201,142,-28,-6,"MSP",1028,8,29,0,"in Time",9,44,1021,"no specifiy Event"
2008-04-15,"JFK",2008,4,15,2,1619,1620,1801,1820,"B6",162,180,116,-19,-1,"ORD",740,10,36,0,"in Time",9,44,1021,"no specifiy Event"
2008-04-15,"JFK",2008,4,15,2,2223,2230,2325,2345,"MQ",62,75,43,-20,-7,"DCA",213,3,16,0,"in Time",9,44,1021,"no specifiy Event"
2008-04-15,"JFK",2008,4,15,2,2103,2115,2358,56,"UA",355,401,325,-58,-12,"SFO",2586,3,27,0,"in Time",9,44,1021,"no specifiy Event"
2008-04-15,"JFK",2008,4,15,2,1740,1745,2021,2052,"B6",161,187,118,-31,-5,"MCO",944,5,38,0,"in Time",9,44,1021,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,2233,2240,2315,2323,"OO",42,43,22,-8,-7,"SBA",89,5,15,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,808,815,1617,1627,"US",309,312,297,-10,-7,"PHL",2401,3,9,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,2321,2330,6,18,"OO",45,48,29,-12,-9,"PSP",110,6,10,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,654,700,1516,1534,"DL",322,334,300,-18,-6,"JFK",2475,8,14,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,1043,1035,1802,1811,"CO",259,276,242,-9,8,"CLE",2053,5,12,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,1627,1635,1746,1757,"US",79,82,57,-11,-8,"PHX",370,8,14,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,1837,1840,2316,2323,"OO",159,163,142,-7,-3,"OKC",1187,5,12,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,600,605,704,710,"WN",64,65,43,-6,-5,"LAS",236,4,17,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,1825,1830,1926,1926,"OO",61,56,39,0,-5,"SBP",155,5,17,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,757,802,1616,1623,"UA",319,321,296,-7,-5,"JFK",2475,8,15,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,2139,2145,2236,2250,"WN",57,65,39,-14,-6,"LAS",236,5,13,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,942,935,1049,1040,"WN",67,65,53,9,7,"SJC",308,2,12,0,"Delayed",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,749,750,856,905,"WN",67,75,59,-9,-1,"SMF",373,2,6,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,2243,2250,2355,10,"UA",72,80,55,-15,-7,"SFO",337,4,13,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,1958,2001,2114,2106,"OO",76,65,51,8,-3,"FAT",209,5,20,0,"Delayed",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,1915,1915,2014,2020,"WN",59,65,52,-6,0,"SJC",308,3,4,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,644,651,805,814,"OO",81,83,57,-9,-7,"PHX",370,4,20,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,1316,1300,2129,2129,"UA",313,329,292,0,16,"JFK",2475,4,17,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,2227,2230,2315,2320,"MQ",48,50,32,-5,-3,"SAN",109,5,11,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,2056,2100,2140,2145,"MQ",44,45,23,-5,-4,"SBA",89,5,16,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,1416,1420,1956,1955,"AA",220,215,186,1,-4,"STL",1593,9,25,0,"Delayed",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,1909,1917,2400,1,"OO",171,164,151,-1,-8,"SAT",1210,4,16,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,1311,1320,2113,2058,"US",302,278,275,15,-9,"CLT",2125,3,24,0,"Delayed",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,715,715,1306,1320,"AA",231,245,209,-14,0,"ORD",1745,7,15,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-15,"LAX",2008,4,15,2,1759,1800,1907,1915,"WN",68,75,57,-8,-1,"OAK",337,4,7,0,"in Time",16,65,1015,"no specifiy Event"
2008-04-16,"JFK",2008,4,16,3,2013,2015,2158,2209,"B6",105,114,65,-11,-2,"PIT",340,4,36,0,"in Time",11,45,1025,"no specifiy Event"
2008-04-16,"JFK",2008,4,16,3,825,815,949,1000,"MQ",84,105,61,-11,10,"RDU",426,3,20,0,"in Time",11,45,1025,"no specifiy Event"
2008-04-16,"JFK",2008,4,16,3,1751,1620,1949,1820,"B6",178,180,117,89,91,"ORD",740,3,58,0,"Delayed",11,45,1025,"no specifiy Event"
2008-04-16,"JFK",2008,4,16,3,807,810,906,920,"MQ",59,70,38,-14,-3,"BOS",187,4,17,0,"in Time",11,45,1025,"no specifiy Event"
2008-04-16,"JFK",2008,4,16,3,1607,1607,1815,1828,"OH",128,141,84,-13,0,"DTW",508,10,34,0,"in Time",11,45,1025,"no specifiy Event"
2008-04-16,"JFK",2008,4,16,3,1111,1100,1413,1419,"UA",362,379,334,-6,11,"SFO",2586,7,21,0,"in Time",11,45,1025,"no specifiy Event"
2008-04-16,"JFK",2008,4,16,3,2044,2045,5,13,"DL",381,388,327,-8,-1,"LAX",2475,12,42,0,"in Time",11,45,1025,"no specifiy Event"
2008-04-16,"JFK",2008,4,16,3,1535,1510,1641,1628,"B6",66,78,45,13,25,"BTV",267,3,18,0,"Delayed",11,45,1025,"no specifiy Event"
2008-04-16,"JFK",2008,4,16,3,1551,1555,1841,1905,"B6",350,370,328,-24,-4,"LGB",2465,4,18,0,"in Time",11,45,1025,"no specifiy Event"
2008-04-16,"JFK",2008,4,16,3,1321,1315,1545,1613,"B6",144,178,124,-28,6,"FLL",1069,3,17,0,"in Time",11,45,1025,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,1308,1300,1422,1415,"WN",74,75,64,7,8,"RNO",390,4,6,0,"Delayed",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,658,705,735,751,"OO",37,46,21,-16,-7,"SBA",89,3,13,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,953,955,1100,1116,"XE",67,81,55,-16,-2,"SFO",337,4,8,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,801,750,921,905,"WN",80,75,64,16,11,"SMF",373,6,10,0,"Delayed",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,1640,1642,1902,1922,"DL",322,340,306,-20,-2,"OGG",2486,6,10,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,1139,1145,1307,1311,"OO",88,86,68,-4,-6,"MOD",292,2,18,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,1044,1050,1159,1200,"MQ",75,70,45,-1,-6,"LAS",236,10,20,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,800,800,907,925,"WN",67,85,57,-18,0,"SFO",337,4,6,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,1443,1445,1555,1600,"WN",72,75,61,-5,-2,"SMF",373,4,7,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,2231,2235,709,710,"UA",338,335,307,-1,-4,"BOS",2611,7,24,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,1322,1325,1417,1432,"MQ",55,67,31,-15,-3,"SAN",109,4,20,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,2317,1825,229,2143,"UA",132,138,114,286,292,"DEN",862,4,14,0,"Delayed",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,1305,1310,1426,1425,"MQ",81,75,43,1,-5,"LAS",236,16,22,0,"Delayed",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,1606,1614,1720,1732,"UA",74,78,57,-12,-8,"SFO",337,5,12,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,1900,1900,2005,2015,"WN",65,75,56,-10,0,"OAK",337,4,5,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-16,"LAX",2008,4,16,3,1426,1420,1920,1930,"WN",174,190,166,-10,6,"MCI",1363,3,5,0,"in Time",15,65,1016,"no specifiy Event"
2008-04-17,"JFK",2008,4,17,4,1605,1559,1750,1753,"YV",105,114,65,-3,6,"CLT",541,9,31,0,"in Time",11,53,1020,"no specifiy Event"
2008-04-17,"JFK",2008,4,17,4,803,810,1058,1120,"B6",175,190,131,-22,-7,"TPA",1005,8,36,0,"in Time",11,53,1020,"no specifiy Event"
2008-04-17,"JFK",2008,4,17,4,838,840,1020,1042,"OH",102,122,65,-22,-2,"RDU",426,7,30,0,"in Time",11,53,1020,"no specifiy Event"
2008-04-17,"JFK",2008,4,17,4,1520,1525,1702,1713,"OH",102,108,66,-11,-5,"CLE",425,4,32,0,"in Time",11,53,1020,"no specifiy Event"
2008-04-17,"JFK",2008,4,17,4,905,910,1025,1041,"OH",80,91,42,-16,-5,"BTV",267,8,30,0,"in Time",11,53,1020,"no specifiy Event"
2008-04-17,"JFK",2008,4,17,4,1856,1840,2200,2220,"DL",364,400,332,-20,16,"SFO",2586,8,24,0,"in Time",11,53,1020,"no specifiy Event"
2008-04-17,"JFK",2008,4,17,4,1250,1255,1353,1358,"B6",63,63,41,-5,-5,"BOS",187,5,17,0,"in Time",11,53,1020,"no specifiy Event"
2008-04-17,"JFK",2008,4,17,4,2009,2010,2143,2200,"B6",94,110,50,-17,-1,"BUF",301,3,41,0,"in Time",11,53,1020,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,656,700,1419,1415,"FL",263,255,233,4,-4,"ATL",1946,19,11,0,"Delayed",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,2142,2110,26,2355,"WN",104,105,87,31,32,"SLC",590,4,13,0,"Delayed",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,1545,1545,2139,2135,"WN",234,230,221,4,0,"BNA",1797,6,7,0,"Delayed",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,1232,1230,1734,1740,"AA",182,190,160,-6,2,"DFW",1235,9,13,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,2106,2045,2333,2302,"OO",147,137,115,31,21,"PDX",834,4,28,0,"Delayed",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,1859,1900,2126,2126,"XE",147,146,129,0,-1,"GEG",945,4,14,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,1034,1035,1811,1811,"CO",277,276,258,0,-1,"CLE",2053,8,11,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,2118,2125,2217,2226,"OO",59,61,36,-9,-7,"FAT",209,4,19,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,2222,2220,550,610,"UA",268,290,247,-20,2,"IAD",2288,6,15,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,1511,1510,1622,1635,"WN",71,85,56,-13,1,"SFO",337,4,11,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,1048,1050,1316,1326,"UA",148,156,132,-10,-2,"SEA",954,3,13,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,1158,1200,2047,2030,"AA",349,330,313,17,-2,"JFK",2475,9,27,0,"Delayed",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,1753,1740,1843,1823,"OO",50,43,21,20,13,"SBA",89,6,23,0,"Delayed",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,655,655,753,800,"WN",58,65,49,-7,0,"SJC",308,3,6,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,858,900,949,956,"OO",51,56,31,-7,-2,"SAN",109,2,18,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,803,800,1301,1315,"CO",178,195,158,-14,3,"IAH",1379,7,13,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,1357,1355,1719,1715,"AA",142,140,119,4,2,"DEN",862,6,17,0,"Delayed",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,1459,1500,1609,1621,"XE",70,81,51,-12,-1,"SFO",337,5,14,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,2226,2230,723,706,"DL",357,336,308,17,-4,"JFK",2475,30,19,0,"Delayed",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,723,725,1444,1500,"US",261,275,242,-16,-2,"CLT",2125,10,9,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,720,725,825,835,"MQ",65,70,51,-10,-5,"SJC",308,3,11,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-17,"LAX",2008,4,17,4,917,915,1148,1153,"UA",331,338,314,-5,2,"KOA",2504,4,13,0,"in Time",20,43,1017,"no specifiy Event"
2008-04-18,"JFK",2008,4,18,5,938,910,1339,1310,"B6",241,240,199,29,28,"SJU",1597,6,36,0,"Delayed",13,46,1016,"no specifiy Event"
2008-04-18,"JFK",2008,4,18,5,953,700,1318,1015,"AA",385,375,334,183,173,"SFO",2586,14,37,0,"Delayed",13,46,1016,"no specifiy Event"
2008-04-18,"JFK",2008,4,18,5,758,800,1118,1113,"B6",260,253,225,5,-2,"HOU",1428,4,31,0,"Delayed",13,46,1016,"no specifiy Event"
